"regcust","age","sex","type","regyear","regmon","ageGroup","status","lifeValue"
"yevfbxmb",40,"M","Basic",2016,5,"Adult",1,0
"hukpmtcf",34,"M","Premium",2016,5,"Adult",1,0
"aoujvzvl",23,"F","Basic",2016,5,"Young",1,0
"oetgoarp",17,"M","Basic",2016,5,"Youth",1,0
"vbzzyqbe",29,"M","Premium",2016,5,"Young",1,0
"jtypjucw",17,"F","Basic",2016,5,"Youth",1,0
"vhmayosv",19,"F","Basic",2016,5,"Young",1,0
"ebreoxaw",13,"F","Basic",2016,5,"Youth",1,0
"tilpjleb",15,"M","Premium",2016,5,"Youth",1,0
"ophewjuk",36,"F","Basic",2016,5,"Adult",1,0
"wncuedcd",27,"M","Basic",2016,5,"Young",1,0
"zvobemom",26,"F","Basic",2016,5,"Young",1,0
"mzfwfstr",31,"F","Premium",2016,5,"Adult",1,0
"huxtcjxr",13,"M","Basic",2016,5,"Youth",1,0
"chyadvpi",27,"M","Basic",2016,5,"Young",1,0
"iyrpxrcu",35,"M","Basic",2016,5,"Adult",1,0
"tennkviz",32,"M","Basic",2016,5,"Adult",1,0
"okxujbpg",27,"M","Basic",2016,5,"Young",1,0
"fxcnwcfh",16,"F","Premium",2016,5,"Youth",1,0
"kjsjphbl",17,"M","Basic",2016,5,"Youth",1,0
"huyxnvfd",15,"M","Basic",2016,5,"Youth",1,0
"ziperhwt",18,"M","Premium",2016,5,"Young",1,0
"gbuhpqrf",11,"M","Basic",2016,5,"Youth",1,0
"rehpadfp",11,"F","Basic",2016,5,"Youth",1,0
"qhvkqpid",21,"F","Premium",2016,5,"Young",1,0
"lksozzvp",19,"M","Basic",2016,5,"Young",1,0
"gboyobyx",12,"F","Basic",2016,5,"Youth",1,0
"rgjxxyij",16,"M","Basic",2016,5,"Youth",1,0
"jfuxblyc",36,"F","Basic",2016,5,"Adult",1,0
"ieiroeei",37,"M","Basic",2016,5,"Adult",1,0
"vnljplne",30,"M","Basic",2016,5,"Young",1,0
"kgtqmwsm",10,"F","Premium",2016,5,"Youth",1,0
"vmuwjerd",17,"M","Basic",2016,5,"Youth",1,0
"rqxldfye",32,"F","Basic",2016,5,"Adult",1,0
"nsfezdfq",19,"F","Basic",2016,5,"Young",1,0
"eumeulur",26,"F","Premium",2016,5,"Young",1,0
"hadzwwdy",15,"M","Basic",2016,5,"Youth",1,0
"aombjehj",35,"M","Basic",2016,5,"Adult",1,0
"orvaxlwp",40,"F","Basic",2016,5,"Adult",1,0
"wjxjrozs",36,"M","Premium",2016,5,"Adult",1,0
"axofhibi",13,"M","Basic",2016,5,"Youth",1,0
"vgsdztwz",32,"M","Basic",2016,5,"Adult",1,0
"nbhkcauk",18,"M","Basic",2016,5,"Young",1,0
"chjqofxs",16,"M","Basic",2016,5,"Youth",1,0
"edcafeja",33,"F","Basic",2016,5,"Adult",1,0
"blxwfmrd",23,"M","Premium",2016,5,"Young",1,0
"esbnkqod",13,"M","Basic",2016,5,"Youth",1,0
"xosuzdys",39,"M","Basic",2016,5,"Adult",1,0
"pkoprczg",14,"M","Basic",2016,5,"Youth",1,0
"dbfxokuo",21,"F","Basic",2016,5,"Young",1,0
"ielscnwt",20,"M","Basic",2016,5,"Young",1,0
"vvwqnvap",11,"M","Premium",2016,5,"Youth",1,0
"duxvdrrz",24,"M","Basic",2016,5,"Young",1,0
"guwecqsd",29,"M","Premium",2016,5,"Young",1,0
"wzupfimk",16,"F","Premium",2016,5,"Youth",1,0
"qegzgdxl",39,"M","Premium",2016,5,"Adult",1,0
"luxdwosw",20,"F","Basic",2016,5,"Young",1,0
"bieulfig",31,"M","Basic",2016,5,"Adult",1,0
"mastzahy",24,"M","Premium",2016,5,"Young",1,0
"xwxttnmm",32,"M","Basic",2016,5,"Adult",1,0
"egsptikw",29,"M","Basic",2016,5,"Young",1,0
"zqgvwclm",28,"F","Basic",2016,5,"Young",1,0
"xrquvrtr",15,"M","Premium",2016,5,"Youth",1,0
"zpmuapcs",27,"F","Basic",2016,5,"Young",1,0
"ntqrnuhv",15,"M","Basic",2016,5,"Youth",1,0
"ubefzllw",15,"M","Basic",2016,5,"Youth",1,0
"cmkhajul",35,"M","Basic",2016,5,"Adult",1,0
"elumbxfu",38,"M","Basic",2016,5,"Adult",1,0
"evklcpqn",21,"F","Basic",2016,5,"Young",1,0
"ecalelqi",26,"M","Premium",2016,5,"Young",1,0
"xymyulgm",13,"F","Basic",2016,5,"Youth",1,0
"hrtfpabd",28,"M","Basic",2016,5,"Young",1,0
"lbwxstyf",11,"M","Basic",2016,5,"Youth",1,0
"cyqwopjp",19,"M","Basic",2016,5,"Young",1,0
"zessrnmp",28,"M","Premium",2016,5,"Young",1,0
"zhdbijqg",32,"F","Basic",2016,5,"Adult",1,0
"nlevunqn",24,"F","Premium",2016,5,"Young",1,0
"ruatynls",19,"M","Basic",2016,5,"Young",1,0
"xjppwbtl",16,"M","Basic",2016,5,"Youth",1,0
"txixpvne",20,"M","Premium",2016,5,"Young",1,0
"rivsbtss",17,"M","Basic",2016,5,"Youth",1,0
"vkyqugxu",14,"M","Basic",2016,5,"Youth",1,0
"rhvrybsu",28,"M","Basic",2016,5,"Young",1,0
"vvavould",35,"M","Basic",2016,5,"Adult",1,0
"ouutkphn",33,"F","Basic",2016,5,"Adult",1,0
"zltzefzu",25,"M","Basic",2016,5,"Young",1,0
"buoxfhbe",20,"F","Basic",2016,5,"Young",1,0
"rivjyitf",21,"M","Premium",2016,5,"Young",1,0
"yrgtsasj",19,"F","Basic",2016,5,"Young",1,0
"sblqtbgc",14,"M","Basic",2016,5,"Youth",1,0
"wqehxdsb",37,"F","Basic",2016,5,"Adult",1,0
"fxglaqkx",10,"M","Basic",2016,5,"Youth",1,0
"szzyibur",34,"M","Basic",2016,5,"Adult",1,0
"uonqndrm",31,"M","Basic",2016,5,"Adult",1,0
"xsicgevp",35,"M","Premium",2016,5,"Adult",1,0
"dvhpnbbr",20,"M","Premium",2016,5,"Young",1,0
"gocdwbpw",12,"M","Basic",2016,5,"Youth",1,0
"pijwzibq",30,"F","Basic",2016,5,"Young",1,0
"nytflmko",16,"M","Premium",2016,5,"Youth",1,0
"kswidzgb",23,"M","Basic",2016,5,"Young",1,0
"vsuxlayg",12,"F","Basic",2016,5,"Youth",1,0
"mauxjqow",21,"M","Basic",2016,5,"Young",1,0
"mxvnybfn",10,"M","Premium",2016,5,"Youth",1,0
"qvnlunzu",23,"M","Basic",2016,5,"Young",1,0
"kayksihg",24,"M","Basic",2016,5,"Young",1,0
"wtgecuwx",15,"M","Basic",2016,5,"Youth",1,0
"dqdkrxsh",39,"M","Premium",2016,5,"Adult",1,0
"bujhkpky",20,"M","Basic",2016,5,"Young",1,0
"voljukkb",29,"M","Basic",2016,5,"Young",1,0
"lqnvlyfl",13,"M","Basic",2016,5,"Youth",1,0
"ozggriar",13,"M","Basic",2016,5,"Youth",1,0
"jsnvokno",32,"M","Premium",2016,5,"Adult",1,0
"ktrrkquv",38,"M","Basic",2016,5,"Adult",1,0
"dfgfjrqk",12,"M","Basic",2016,5,"Youth",1,0
"yfrxvrki",34,"M",NA,2016,5,"Adult",1,0
"wrblwrwz",22,"M","Basic",2016,5,"Young",1,0
"lbwlxebq",22,"M","Premium",2016,5,"Young",1,0
"iquxcbvb",16,"F","Basic",2016,5,"Youth",1,0
"lpzyayxu",22,"F","Basic",2016,5,"Young",1,0
"udqrkaly",33,"F","Basic",2016,5,"Adult",1,0
"rwkrbbbp",16,"F","Basic",2016,5,"Youth",1,0
"ozycqrcy",11,"M","Basic",2016,5,"Youth",1,0
"jmxyujga",20,"M","Basic",2016,5,"Young",1,0
"jnvhqtol",32,"M","Basic",2016,5,"Adult",1,0
"gegfinlu",16,"F","Basic",2016,5,"Youth",1,0
"wxyupmxo",15,"M","Basic",2016,5,"Youth",1,0
"crozdzeq",33,"M","Basic",2016,5,"Adult",1,0
"pfxhhdvm",16,"F","Basic",2016,5,"Youth",1,0
"mtjigkpa",26,"M","Basic",2016,5,"Young",1,0
"hqabkymn",15,"M","Basic",2016,5,"Youth",1,0
"qtnuheuu",27,"M","Premium",2016,5,"Young",1,0
"hmjfjlpc",23,"M","Basic",2016,5,"Young",1,0
"kxolcdwm",18,"M","Basic",2016,5,"Young",1,0
"dqubmdaj",15,"M","Basic",2016,5,"Youth",1,0
"bszzwcwf",12,"M","Basic",2016,5,"Youth",1,0
"otvswlgc",14,"F","Basic",2016,5,"Youth",1,0
"wwgdtlkq",25,"M","Basic",2016,5,"Young",1,0
"xfkaarcr",34,"M","Premium",2016,5,"Adult",1,0
"bdadntrk",17,"M","Basic",2016,5,"Youth",1,0
"ayxvxuud",13,"M","Premium",2016,5,"Youth",1,0
"fvlerpjk",16,"M","Premium",2016,5,"Youth",1,0
"qfkzbbfc",13,"M","Premium",2016,5,"Youth",1,0
"ykqnwmll",23,"M","Basic",2016,5,"Young",1,0
"ocuvhswu",36,"M","Basic",2016,5,"Adult",1,0
"phzhgbjj",40,"M","Basic",2016,5,"Adult",1,0
"fqwpsdws",30,"M","Premium",2016,5,"Young",1,0
"ydqsfiao",11,"M","Basic",2016,5,"Youth",1,0
"rohjctll",35,"F","Basic",2016,5,"Adult",1,0
"dtkcpioh",39,"M","Premium",2016,5,"Adult",1,0
"dmmsihef",18,"M","Basic",2016,5,"Young",1,0
"fqxccowy",32,"M","Basic",2016,5,"Adult",1,0
"itpifbcl",31,"M","Basic",2016,5,"Adult",1,0
"epqrnfbp",16,"M","Basic",2016,5,"Youth",1,0
"gzjsjqcb",28,"F","Basic",2016,5,"Young",1,0
"efxxjpep",19,"M","Basic",2016,5,"Young",1,0
"psziqoym",20,"F","Basic",2016,5,"Young",1,0
"ehzacurr",38,"M","Basic",2016,5,"Adult",1,0
"skdwuahk",13,"M","Basic",2016,5,"Youth",1,0
"pawsnqll",22,"F","Premium",2016,5,"Young",1,0
"kzwwbojx",33,"F","Basic",2016,5,"Adult",1,0
"wihzpevg",31,"F","Basic",2016,5,"Adult",1,0
"rnzwulkt",17,"M","Basic",2016,5,"Youth",1,0
"hlfqxmqk",23,"F","Premium",2016,5,"Young",1,0
"welswnex",34,"M","Basic",2016,5,"Adult",1,0
"hyawmitw",14,"M","Basic",2016,5,"Youth",1,0
"qjgjawji",22,"M","Premium",2016,5,"Young",1,0
"tkmayupt",14,"M","Basic",2016,5,"Youth",1,0
"etwgqzyt",39,"M","Basic",2016,5,"Adult",1,0
"cohclfmt",14,"M","Basic",2016,5,"Youth",1,0
"ilrrotfz",17,"F","Basic",2016,5,"Youth",1,0
"zswoukqc",39,"M","Basic",2016,5,"Adult",1,0
"mqwhevfy",12,"M","Basic",2016,5,"Youth",1,0
"piqtjpiw",34,"M","Premium",2016,5,"Adult",1,0
"nourzvvs",35,"M","Basic",2016,5,"Adult",1,0
"eqvrugkj",40,"M","Basic",2016,5,"Adult",1,0
"csmdmnfq",22,"M","Basic",2016,5,"Young",1,0
"hhmclhuz",28,"F","Basic",2016,5,"Young",1,0
"ipnpifps",40,"M","Basic",2016,5,"Adult",1,0
"efjuzlra",40,"M","Basic",2016,5,"Adult",1,0
"dxdglsht",40,"M","Premium",2016,5,"Adult",1,0
"wdjcdubz",20,"M","Basic",2016,5,"Young",1,0
"nrqwkxsv",14,"M","Basic",2016,5,"Youth",1,0
"bccikinl",28,"F","Basic",2016,5,"Young",1,0
"tmiedbhg",17,"F","Basic",2016,5,"Youth",1,0
"ubdvarrg",40,"M","Basic",2016,5,"Adult",1,0
"plojhhun",12,"M","Basic",2016,5,"Youth",1,0
"srsunzil",35,"F","Basic",2016,5,"Adult",1,0
"efacfbff",21,"M","Basic",2016,5,"Young",1,0
"didotsyl",21,NA,"Premium",2016,5,"Young",1,0
"nwinrahi",32,"M","Basic",2016,5,"Adult",1,0
"lqzzvujd",35,"M","Basic",2016,5,"Adult",1,0
"wfafazjw",22,"M","Basic",2016,5,"Young",1,0
"akotzdoi",31,"M","Basic",2016,5,"Adult",1,0
"glhbtnnx",15,"F","Premium",2016,5,"Youth",1,0
"xnbxgpbc",19,"F","Premium",2016,5,"Young",1,0
"ygqtunij",33,"M","Basic",2016,5,"Adult",1,0
"xqlvgnbx",25,"M","Basic",2016,5,"Young",1,0
"xcmwbqap",27,"M","Basic",2016,5,"Young",1,0
"aasiueyx",16,"M","Basic",2016,5,"Youth",1,0
"mhatniza",29,"F","Basic",2016,5,"Young",1,0
"lpgmfdaq",13,"M","Basic",2016,5,"Youth",1,0
"vrkuqbkz",17,"M","Premium",2016,5,"Youth",1,0
"svzywvkg",31,"M","Basic",2016,5,"Adult",1,0
"xrfghdwk",37,"F","Basic",2016,5,"Adult",1,0
"ebfnwiqv",14,"F","Premium",2016,5,"Youth",1,0
"zwfqqwut",17,"M","Basic",2016,5,"Youth",1,0
"jivsrdus",23,"M","Basic",2016,5,"Young",1,0
"hhlmmfug",20,"M","Basic",2016,5,"Young",1,0
"ybcchpyp",24,NA,"Basic",2016,5,"Young",1,0
"jlxbqdux",36,"M","Basic",2016,5,"Adult",1,0
"tzjuwjhh",14,"M","Premium",2016,5,"Youth",1,0
"ccvzbgnh",32,"M","Premium",2016,5,"Adult",1,0
"zeuqlgzu",31,"M","Basic",2016,5,"Adult",1,0
"angqudod",14,"F","Basic",2016,5,"Youth",1,0
"owzhmgwi",31,"M","Basic",2016,5,"Adult",1,0
"hotzzgre",20,"M","Premium",2016,5,"Young",1,0
"igpeuclg",32,"M","Basic",2016,5,"Adult",1,0
"wsmbpzon",34,"M","Basic",2016,5,"Adult",1,0
"gixholxw",24,"M","Basic",2016,5,"Young",1,0
"vbchkcqs",20,"M","Basic",2016,5,"Young",1,0
"tiebznxm",16,"F","Basic",2016,5,"Youth",1,0
"iptymdah",30,"M","Basic",2016,5,"Young",1,0
"bvioneku",11,"M","Basic",2016,5,"Youth",1,0
"kzatzugu",22,"F","Basic",2016,5,"Young",1,0
"wmcqgfye",30,"M","Basic",2016,5,"Young",1,0
"qqtiumzk",31,"M","Basic",2016,5,"Adult",1,0
"wpwakcle",25,"M","Basic",2016,5,"Young",1,0
"ugbfgdgr",24,"F","Basic",2016,5,"Young",1,0
"jddwbwuk",30,"M","Basic",2016,5,"Young",1,0
"ebaovcke",36,"M","Basic",2016,5,"Adult",1,0
"kzfrchtz",18,"M","Basic",2016,5,"Young",1,0
"hmyeplgw",40,"M","Premium",2016,5,"Adult",1,0
"ezukjsbb",22,"M","Basic",2016,5,"Young",1,0
"fqfgtqec",11,"M","Premium",2016,5,"Youth",1,0
"hupwroyp",23,"F","Premium",2016,5,"Young",1,0
"hljonkus",34,"M","Premium",2016,5,"Adult",1,0
"cnfoztfk",38,"M","Premium",2016,5,"Adult",1,0
"fawzxgwo",37,"M","Basic",2016,5,"Adult",1,0
"kfychohl",29,"F","Basic",2016,5,"Young",1,0
"vnkbqlqm",11,"M","Premium",2016,5,"Youth",1,0
"teftbwkq",32,"M","Premium",2016,5,"Adult",1,0
"ttdiruqp",33,"F","Basic",2016,5,"Adult",1,0
"ywvlaama",34,"F","Basic",2016,5,"Adult",1,0
"yvppjgvc",18,"F","Basic",2016,5,"Young",1,0
"yjebxenn",13,"F","Basic",2016,5,"Youth",1,0
"saooodsj",10,"M","Basic",2016,5,"Youth",1,0
"uxynmhcd",13,"F","Basic",2016,5,"Youth",1,0
"enibjzxz",30,"M","Basic",2016,5,"Young",1,0
"fwkkjsey",40,"M","Basic",2016,5,"Adult",1,0
"xcjfzdhu",32,"F","Basic",2016,5,"Adult",1,0
"ebixrdxc",20,"M","Basic",2016,5,"Young",1,0
"kndihxrq",17,"F","Premium",2016,5,"Youth",1,0
"uwxivwcl",32,"M","Premium",2016,5,"Adult",1,0
"wuxlecwf",37,"F","Basic",2016,5,"Adult",1,0
"objidbij",32,"F","Premium",2016,5,"Adult",1,0
"nusbgvck",11,"F","Basic",2016,5,"Youth",1,0
"btyscles",27,"M","Basic",2016,5,"Young",1,0
"wpoqjatt",37,"M","Premium",2016,5,"Adult",1,0
"kpnocwwi",11,"M","Basic",2016,5,"Youth",1,0
"alyuijjj",30,"F","Basic",2016,5,"Young",1,0
"lhnuzryc",21,"M","Basic",2016,5,"Young",1,0
"zwtghkzg",30,"M","Basic",2016,5,"Young",1,0
"dhgmeuqt",16,"M","Premium",2016,5,"Youth",1,0
"xwejgkfx",19,"M","Basic",2016,5,"Young",1,0
"cmtrqtsu",11,"M","Premium",2016,5,"Youth",1,0
"aunvvwug",19,"M","Basic",2016,5,"Young",1,0
"uqtxtlti",11,"F","Basic",2016,5,"Youth",1,0
"nvfpsitd",34,"M","Basic",2016,5,"Adult",1,0
"hguddiqi",25,"M","Basic",2016,5,"Young",1,0
"vxvjdegs",27,"M","Premium",2016,5,"Young",1,0
"xvzrwpet",11,"M","Basic",2016,5,"Youth",1,0
"egovqpdd",37,"M","Premium",2016,5,"Adult",1,0
"xmhzpvay",24,"M","Premium",2016,5,"Young",1,0
"efvrleni",10,"F","Basic",2016,5,"Youth",1,0
"moefufst",14,"M","Premium",2016,5,"Youth",1,0
"wiixxxue",34,"M","Premium",2016,5,"Adult",1,0
"aioumzui",34,NA,"Basic",2016,5,"Adult",1,0
"oenimfaw",20,"M","Basic",2016,5,"Young",1,0
"sfsjnomt",25,"M","Basic",2016,5,"Young",1,0
"zjdzmjeu",19,"M","Basic",2016,5,"Young",1,0
"vgpgzqrx",31,"F","Basic",2016,5,"Adult",1,0
"ndzkjsuy",33,"F","Basic",2016,5,"Adult",1,0
"qqqtpalh",11,"M","Basic",2016,5,"Youth",1,0
"vmuyafqe",27,"M","Basic",2016,5,"Young",1,0
"ftfibtsd",10,NA,"Basic",2016,5,"Youth",1,0
"ycxflxgh",13,"M","Premium",2016,5,"Youth",1,0
"woqrnuct",31,"F","Basic",2016,5,"Adult",1,0
"bboclgrj",31,"M","Basic",2016,5,"Adult",1,0
"wjtawnhl",16,"F","Basic",2016,5,"Youth",1,0
"iwenavxp",27,"F","Basic",2016,5,"Young",1,0
"qmwptxml",36,"M","Basic",2016,5,"Adult",1,0
"qeenjrfm",11,"F","Basic",2016,5,"Youth",1,0
"tqtewzhl",27,"M","Basic",2016,5,"Young",1,0
"nqghfooc",34,"F","Premium",2016,5,"Adult",1,0
"ouzeyxwn",32,"M","Basic",2016,5,"Adult",1,0
"echefckx",40,"M","Basic",2016,5,"Adult",1,0
"yxqrnqjj",18,"M","Basic",2016,5,"Young",1,0
"bgckcwgc",14,"M","Basic",2016,5,"Youth",1,0
"zoedbfyo",39,"F","Basic",2016,5,"Adult",1,0
"gsamswxp",31,"F","Basic",2016,5,"Adult",1,0
"bxxdfzqr",22,"M","Basic",2016,5,"Young",1,0
"vmmbycbs",15,"M","Basic",2016,5,"Youth",1,0
"bsejzaao",36,"M","Premium",2016,5,"Adult",1,0
"pmzsihnv",31,"M","Basic",2016,5,"Adult",1,0
"kjdnwbrp",25,"F","Premium",2016,5,"Young",1,0
"dxqmaxvd",30,"M","Basic",2016,5,"Young",1,0
"pkiffmts",21,"F","Basic",2016,5,"Young",1,0
"naafczky",23,"M","Basic",2016,5,"Young",1,0
"qgmzehhe",34,"M","Basic",2016,5,"Adult",1,0
"qduroman",15,"M","Basic",2016,5,"Youth",1,0
"thlhuucp",30,"M","Basic",2016,5,"Young",1,0
"mdrihirc",29,"M","Basic",2016,5,"Young",1,0
"jarebwlm",29,"M","Basic",2016,5,"Young",1,0
"xjcidwbn",31,"M","Basic",2016,5,"Adult",1,0
"txefopya",17,"M","Premium",2016,5,"Youth",1,0
"ovpwswda",40,"M","Basic",2016,5,"Adult",1,0
"rrecxfbv",17,"F","Basic",2016,5,"Youth",1,0
"mrjbgoch",20,"M","Premium",2016,5,"Young",1,0
"ubkromji",36,"M","Premium",2016,5,"Adult",1,0
"spyxgqoy",19,"M","Basic",2016,5,"Young",1,0
"qexqjota",19,"M","Basic",2016,5,"Young",1,0
"fcedgtdd",12,"F","Premium",2016,5,"Youth",1,0
"atslvqrk",14,"F","Premium",2016,5,"Youth",1,0
"wcqwjoli",40,"M","Basic",2016,5,"Adult",1,0
"icoxedxm",23,"F","Basic",2016,5,"Young",1,0
"cpslqqgr",29,"M","Basic",2016,5,"Young",1,0
"ozoxzjze",13,"M","Premium",2016,5,"Youth",1,0
"bxygombu",11,"M","Basic",2016,5,"Youth",1,0
"zhabugab",31,"M","Basic",2016,5,"Adult",1,0
"ntwklaeu",14,"M","Basic",2016,5,"Youth",1,0
"fmcwbyrg",37,"M","Basic",2016,5,"Adult",1,0
"cjktfsyk",26,"M","Basic",2016,5,"Young",1,0
"kkokqpic",29,"M","Basic",2016,5,"Young",1,0
"cntvbotu",34,"M","Basic",2016,5,"Adult",1,0
"wswtaqal",15,"F","Premium",2016,5,"Youth",1,0
"hidwdvba",19,"M","Basic",2016,5,"Young",1,0
"jfgmrpdn",34,"F","Basic",2016,5,"Adult",1,0
"homkqslb",38,"F","Basic",2016,5,"Adult",1,0
"yusjnsrg",27,"M","Basic",2016,5,"Young",1,0
"ldcmxfdj",39,"M","Basic",2016,5,"Adult",1,0
"rwekehfm",32,"M","Basic",2016,5,"Adult",1,0
"yabdztek",35,"M","Basic",2016,5,"Adult",1,0
"phdqajuc",12,"M","Basic",2016,5,"Youth",1,0
"cqtfjqii",34,"M","Basic",2016,5,"Adult",1,0
"hklsuptw",13,"M","Basic",2016,5,"Youth",1,0
"cuymuils",13,"M","Basic",2016,5,"Youth",1,0
"ffoxdsaf",31,"M","Basic",2016,5,"Adult",1,0
"hqshkyld",32,"M","Basic",2016,5,"Adult",1,0
"xeyxrmtj",20,"M","Premium",2016,5,"Young",1,0
"nkfxnrqa",23,"M","Basic",2016,5,"Young",1,0
"wptvfqsu",38,"F","Basic",2016,5,"Adult",1,0
"uqkgwhmk",22,"M","Basic",2016,5,"Young",1,0
"mzyjoctz",26,"F","Basic",2016,5,"Young",1,0
"vcmytzcz",12,"F","Basic",2016,5,"Youth",1,0
"emmnapva",32,"M","Basic",2016,5,"Adult",1,0
"ztoqkisb",29,"M","Basic",2016,5,"Young",1,0
"heetrcnr",14,"M","Basic",2016,5,"Youth",1,0
"lfohilza",14,"F","Basic",2016,5,"Youth",1,0
"bsoivkjc",21,"M","Basic",2016,5,"Young",1,0
"rvmyicxo",22,"M","Basic",2016,5,"Young",1,0
"quqetmss",11,"M","Basic",2016,5,"Youth",1,0
"zfgpuxtj",23,"M","Basic",2016,5,"Young",1,0
"vqkyfdot",31,"F","Basic",2016,5,"Adult",1,0
"pfturvus",14,"F","Basic",2016,5,"Youth",1,0
"dbvdiwgu",29,"F","Basic",2016,5,"Young",1,0
"soyhpnae",13,"M","Basic",2016,5,"Youth",1,0
"nddzvhss",18,"F","Basic",2016,5,"Young",1,0
"zodzkour",18,"F","Premium",2016,5,"Young",1,0
"chhpnjxa",25,"M","Basic",2016,5,"Young",1,0
"jwvmsozs",21,"M","Basic",2016,5,"Young",1,0
"kfjkymcg",35,"M","Basic",2016,5,"Adult",1,0
"dizsvnkz",24,"M","Basic",2016,5,"Young",1,0
"hpqwklgd",35,"M","Premium",2016,5,"Adult",1,0
"sohxssxh",18,"M","Basic",2016,5,"Young",1,0
"hxyinulr",37,"M","Basic",2016,5,"Adult",1,0
"siirwsrx",27,"M","Basic",2016,5,"Young",1,0
"kalklyjc",21,"F","Basic",2016,5,"Young",1,0
"iuzhtycy",20,"M","Basic",2016,5,"Young",1,0
"umadjduq",28,"M","Basic",2016,5,"Young",1,0
"ekhisqsy",17,"F","Basic",2016,5,"Youth",1,0
"zoxtbxpb",33,"M","Basic",2016,5,"Adult",1,0
"ppwiangs",29,"M","Basic",2016,5,"Young",1,0
"sungvdop",29,"M","Basic",2016,5,"Young",1,0
"kzldnjtt",39,"M","Basic",2016,5,"Adult",1,0
"hovindjz",34,"F","Basic",2016,5,"Adult",1,0
"crqqvicm",12,"M","Basic",2016,5,"Youth",1,0
"srltjepv",15,"M","Basic",2016,5,"Youth",1,0
"wbkzzelg",32,"M","Basic",2016,5,"Adult",1,0
"rsbjkamv",39,"F","Basic",2016,5,"Adult",1,0
"sfldpcsb",39,"M","Basic",2016,5,"Adult",1,0
"raundtng",17,"M","Basic",2016,5,"Youth",1,0
"bkgrtbnh",37,"M","Basic",2016,5,"Adult",1,0
"pmmsmorm",32,"M","Basic",2016,5,"Adult",1,0
"uoydcrui",21,"M","Premium",2016,5,"Young",1,0
"difpcpxn",32,"M","Basic",2016,5,"Adult",1,0
"ziantfdb",12,"M","Basic",2016,5,"Youth",1,0
"ppzsuqzw",24,"M","Basic",2016,5,"Young",1,0
"cjapqkms",20,"F","Premium",2016,5,"Young",1,0
"dbsdsqfg",38,"M","Premium",2016,5,"Adult",1,0
"rqoyvkiv",10,"F","Basic",2016,5,"Youth",1,0
"cmohyxod",22,"F","Basic",2016,5,"Young",1,0
"tgxtkbkn",25,"M","Basic",2016,5,"Young",1,0
"fnxnicun",22,"F","Basic",2016,5,"Young",1,0
"huawndkv",18,"M","Basic",2016,5,"Young",1,0
"puanqtjg",26,"M","Premium",2016,5,"Young",1,0
"mnbhevkp",34,"M","Basic",2016,5,"Adult",1,0
"mzqvoosp",37,"F","Basic",2016,5,"Adult",1,0
"uliqowbh",30,"F","Basic",2016,5,"Young",1,0
"vgabvivg",19,"F","Basic",2016,5,"Young",1,0
"mftmpyrz",25,"M","Basic",2016,5,"Young",1,0
"hdyqmofc",39,"F","Basic",2016,5,"Adult",1,0
"yxukpvql",31,"F","Premium",2016,5,"Adult",1,0
"lhtlfxew",39,"M","Premium",2016,5,"Adult",1,0
"ujuirevs",30,"M","Basic",2016,5,"Young",1,0
"xvhhhfnr",28,"M","Premium",2016,5,"Young",1,0
"arhcclac",10,"M","Basic",2016,5,"Youth",1,0
"rxgxcgxc",23,"M","Premium",2016,5,"Young",1,0
"pupxylcw",18,"F","Basic",2016,5,"Young",1,0
"nbdkgqvo",33,"M","Basic",2016,5,"Adult",1,0
"sdlzhsds",38,"F","Basic",2016,5,"Adult",1,0
"ztnqbfag",10,"F","Basic",2016,5,"Youth",1,0
"utpiuume",17,"M","Basic",2016,5,"Youth",1,0
"amadboes",35,"F","Basic",2016,5,"Adult",1,0
"xbsedvoq",35,"F","Basic",2016,5,"Adult",1,0
"ffujauiy",18,"M","Premium",2016,5,"Young",1,0
"qaygcdyl",37,"M","Premium",2016,5,"Adult",1,0
"lxbdqmms",35,"M","Basic",2016,5,"Adult",1,0
"nqkhqqfh",12,"M","Premium",2016,5,"Youth",1,0
"hubvcwzw",34,"M","Basic",2016,5,"Adult",1,0
"xpljriyc",39,"F","Basic",2016,5,"Adult",1,0
"stcyjbit",11,"F","Premium",2016,5,"Youth",1,0
"zihduuhf",26,"M","Premium",2016,5,"Young",1,0
"gssyvjof",26,"M","Premium",2016,5,"Young",1,0
"nyvtqdsk",31,"M","Basic",2016,5,"Adult",1,0
"eajwwqtk",16,"M","Basic",2016,5,"Youth",1,0
"vwinosva",31,"M","Premium",2016,5,"Adult",1,0
"wcqnwqpg",16,"F","Basic",2016,5,"Youth",1,0
"llfrdsnq",15,"M","Basic",2016,5,"Youth",1,0
"hgwifjsk",30,"F","Basic",2016,5,"Young",1,0
"ferezmnh",40,"M","Basic",2016,5,"Adult",1,0
"feuhazlk",20,"M","Basic",2016,5,"Young",1,0
"hwnliomp",34,"M","Basic",2016,5,"Adult",1,0
"mmcskauq",21,"F","Basic",2016,5,"Young",1,0
"bczrtnnf",14,"M","Basic",2016,5,"Youth",1,0
"ttfjzefw",26,"M","Basic",2016,5,"Young",1,0
"ihrsmqdg",16,"M","Basic",2016,5,"Youth",1,0
"vbfkuemo",26,"F","Basic",2016,5,"Young",1,0
"ojbjtxkz",16,"M","Basic",2016,5,"Youth",1,0
