"sex","age","Recency","Frequency","Monetary","Churn"
"M",35,35,15,132526,"Yes"
"F",10,29,4,484485,"Yes"
"M",21,20,11,329802,"Yes"
"M",39,34,9,288818,"Yes"
"M",15,34,10,358811,"Yes"
"M",10,15,11,259505,"Yes"
"F",20,23,8,259906,"Yes"
"M",39,25,14,413935,"Yes"
"M",32,28,8,177941,"Yes"
"M",29,35,10,190634,"Yes"
"F",40,28,16,316536,"Yes"
"M",20,13,4,177062,"Yes"
"M",27,29,7,410173,"Yes"
"M",34,16,3,50200,"Yes"
"F",22,24,11,26392,"Yes"
"M",23,32,8,183669,"Yes"
"M",19,22,4,417992,"Yes"
"F",34,28,20,421620,"Yes"
"M",22,29,16,373837,"Yes"
"M",19,23,17,50571,"Yes"
"F",33,35,19,467572,"Yes"
"F",36,26,17,275721,"Yes"
"M",28,26,17,475900,"Yes"
"F",36,23,12,255725,"Yes"
"M",33,26,13,265116,"Yes"
"F",35,33,14,461066,"Yes"
"M",36,21,3,472644,"Yes"
"M",35,15,3,464278,"Yes"
"F",39,18,11,97395,"Yes"
"M",10,20,19,204895,"Yes"
"F",11,30,14,346767,"Yes"
"F",24,19,4,33430,"Yes"
"M",24,20,18,492215,"Yes"
"M",25,16,17,139001,"Yes"
"M",23,25,10,14900,"Yes"
"F",30,28,20,411868,"Yes"
"M",24,35,11,100318,"Yes"
"M",10,36,2,494853,"Yes"
"M",27,14,3,211084,"Yes"
"F",28,28,4,282707,"Yes"
"F",34,33,8,265622,"Yes"
"M",30,16,9,99805,"Yes"
"M",16,20,19,174361,"Yes"
"M",28,31,8,424854,"Yes"
"M",14,25,10,175743,"Yes"
"F",32,19,3,331640,"Yes"
"M",30,24,18,184448,"Yes"
"M",22,24,8,357026,"Yes"
"M",12,32,20,245097,"Yes"
"M",20,26,10,62110,"Yes"
"F",34,34,2,380398,"Yes"
"M",23,21,3,381106,"Yes"
"M",12,23,13,418254,"Yes"
"M",38,35,10,220370,"Yes"
"F",23,30,9,52129,"Yes"
"F",22,16,6,276094,"Yes"
"F",34,32,3,267432,"Yes"
"M",34,35,20,406724,"Yes"
"M",34,20,8,397056,"Yes"
"M",14,34,9,475859,"Yes"
"M",14,23,3,459766,"Yes"
"M",24,33,6,418053,"Yes"
"M",32,29,18,435604,"Yes"
"M",12,27,15,160440,"Yes"
"F",20,31,19,70753,"Yes"
"M",22,27,14,283984,"Yes"
"F",19,23,18,147182,"Yes"
"M",16,15,19,223764,"Yes"
"M",17,27,5,418784,"Yes"
"F",28,25,9,22915,"Yes"
"M",36,32,11,224148,"Yes"
"F",32,26,6,297576,"Yes"
"F",28,18,4,294656,"Yes"
"F",38,24,16,75369,"Yes"
"F",14,27,2,139926,"Yes"
"F",13,21,18,87245,"Yes"
"M",30,15,17,181498,"Yes"
"F",29,26,17,132309,"Yes"
"M",35,14,12,408914,"Yes"
"F",38,13,19,15402,"Yes"
"M",15,18,2,252743,"Yes"
"M",18,28,6,156991,"Yes"
"F",22,17,7,400512,"Yes"
"M",39,36,2,499038,"Yes"
"M",37,36,17,372271,"Yes"
"M",20,21,11,331153,"Yes"
"M",12,20,17,203532,"Yes"
"F",16,16,6,274257,"Yes"
"M",17,25,15,285857,"Yes"
"F",23,36,5,488083,"Yes"
"M",36,35,20,325666,"Yes"
"F",21,19,11,470950,"Yes"
"M",27,16,13,333704,"Yes"
"M",36,25,14,265578,"Yes"
"M",18,29,18,437379,"Yes"
"M",29,27,12,83029,"Yes"
"F",14,27,5,41847,"Yes"
"F",26,32,7,436543,"Yes"
"M",12,31,4,172796,"Yes"
"M",21,20,20,40283,"Yes"
"M",29,29,10,38430,"Yes"
"F",22,34,6,134938,"Yes"
"M",36,25,5,176191,"Yes"
"F",27,27,2,43130,"Yes"
"F",11,30,19,305887,"Yes"
"M",30,24,8,349284,"Yes"
"M",26,18,8,45317,"Yes"
"M",23,33,4,369711,"Yes"
"M",23,21,15,287828,"Yes"
"F",21,19,2,296804,"Yes"
"M",34,21,4,351126,"Yes"
"M",33,15,5,445496,"Yes"
"M",15,29,11,411552,"Yes"
"M",33,15,2,328967,"Yes"
"M",26,33,15,65396,"Yes"
"M",23,23,10,103619,"Yes"
"M",29,35,15,411961,"Yes"
"M",13,24,5,265430,"Yes"
"M",38,22,11,493291,"Yes"
"F",39,27,14,297098,"Yes"
"M",33,28,16,72854,"Yes"
"M",25,23,9,389565,"Yes"
"F",36,18,6,188244,"Yes"
"M",11,20,20,20852,"Yes"
"M",23,14,11,462482,"Yes"
"F",24,21,11,182550,"Yes"
"M",19,29,10,100185,"Yes"
"F",26,15,3,458710,"Yes"
"F",15,34,13,332545,"Yes"
"M",13,26,6,377799,"Yes"
"M",34,24,2,227387,"Yes"
"M",22,16,19,81291,"Yes"
"M",15,15,13,210716,"Yes"
"F",38,28,11,492530,"Yes"
"M",17,17,6,226840,"Yes"
"M",33,23,4,460887,"Yes"
"F",35,29,13,175383,"Yes"
"F",25,21,9,181187,"Yes"
"M",20,26,3,87698,"Yes"
"M",12,14,19,28968,"Yes"
"M",20,30,10,314179,"Yes"
"F",35,26,8,395202,"Yes"
"M",13,23,16,295635,"Yes"
"M",14,19,17,182708,"Yes"
"M",34,22,7,140547,"Yes"
"F",17,33,18,194879,"Yes"
"M",15,24,5,114537,"Yes"
"M",33,20,14,366644,"Yes"
"M",33,17,8,251320,"Yes"
"F",40,24,3,35379,"Yes"
"M",39,15,10,144685,"Yes"
"M",34,18,5,85990,"Yes"
"M",13,25,17,216069,"Yes"
"F",31,27,16,248422,"Yes"
"M",34,25,20,397686,"Yes"
"M",38,26,17,98265,"Yes"
"F",10,26,16,174248,"Yes"
"M",25,31,6,232788,"Yes"
"F",40,16,15,11171,"Yes"
"M",33,14,17,88520,"Yes"
"F",37,18,11,91198,"Yes"
"M",20,25,14,141706,"Yes"
"M",34,13,16,55573,"Yes"
"M",38,14,5,492991,"Yes"
"F",24,18,19,459038,"Yes"
"M",23,29,3,33582,"Yes"
"M",23,20,18,382161,"Yes"
"F",24,20,6,490386,"Yes"
"M",37,21,8,47567,"Yes"
"M",17,21,5,428872,"Yes"
"F",21,21,8,130519,"Yes"
"F",17,15,4,204734,"Yes"
"F",39,15,12,124126,"Yes"
"M",19,18,8,425993,"Yes"
"F",29,18,13,497557,"Yes"
"F",17,36,9,398732,"Yes"
"M",23,22,16,333805,"Yes"
"M",20,23,5,144001,"Yes"
"F",32,25,17,353732,"Yes"
"M",29,20,6,39862,"Yes"
"M",11,32,13,356032,"Yes"
"M",24,14,3,263815,"Yes"
"F",18,23,3,86833,"Yes"
"M",13,23,2,89332,"Yes"
"M",35,14,16,219885,"Yes"
"M",14,17,18,251119,"Yes"
"M",25,33,5,229626,"Yes"
"M",14,22,5,123546,"Yes"
"M",37,20,18,28896,"Yes"
"M",25,23,12,256855,"Yes"
"M",21,17,6,361032,"Yes"
"M",10,33,15,58035,"Yes"
"M",19,13,12,347214,"Yes"
"M",37,22,3,390159,"Yes"
"M",30,23,19,24261,"Yes"
"M",20,20,6,211642,"Yes"
"M",22,35,3,229993,"Yes"
"M",36,20,15,48476,"Yes"
"F",26,17,15,55835,"Yes"
"M",16,18,17,202290,"Yes"
"M",29,20,9,468497,"Yes"
"M",21,36,2,242965,"Yes"
"M",37,33,6,334465,"Yes"
"M",27,27,15,217549,"Yes"
"F",34,36,2,186385,"Yes"
"M",24,33,11,351597,"Yes"
"F",16,22,13,257452,"Yes"
"M",19,33,11,421484,"Yes"
"M",12,35,6,269769,"Yes"
"M",16,21,13,127223,"Yes"
"F",37,22,3,94936,"Yes"
"M",15,18,19,359876,"Yes"
"M",19,24,5,391046,"Yes"
"F",38,23,8,352362,"Yes"
"M",38,26,9,165817,"Yes"
"M",18,23,15,129654,"Yes"
"M",15,23,11,134651,"Yes"
"M",18,25,9,27203,"Yes"
"M",24,18,5,163719,"Yes"
"M",16,22,9,63215,"Yes"
"M",27,17,15,97360,"Yes"
"M",23,23,19,75739,"Yes"
"F",36,20,18,227876,"Yes"
"M",21,21,6,75121,"Yes"
"F",31,23,10,403462,"Yes"
"F",38,21,2,291753,"Yes"
"M",35,27,3,271525,"Yes"
"F",23,22,3,167671,"Yes"
"M",30,21,18,309745,"Yes"
"M",29,27,2,322075,"Yes"
"M",24,34,16,57673,"Yes"
"M",12,30,3,50212,"Yes"
"M",25,28,20,446944,"Yes"
"M",11,32,19,187914,"Yes"
"M",19,24,9,440796,"Yes"
"M",21,18,19,412246,"Yes"
"F",21,32,18,66509,"Yes"
"F",20,16,18,73233,"Yes"
"M",33,16,18,382682,"Yes"
"F",39,23,10,61339,"Yes"
"M",25,21,2,159480,"Yes"
"M",23,15,3,66950,"Yes"
"M",34,34,15,376598,"Yes"
"F",20,18,11,481721,"Yes"
"M",33,13,9,38319,"Yes"
"F",36,30,19,384326,"Yes"
"M",40,13,10,426918,"Yes"
"F",35,26,3,367178,"Yes"
"M",28,15,12,172463,"Yes"
"M",21,19,7,135703,"Yes"
"M",12,19,2,88737,"Yes"
"M",14,22,8,26873,"Yes"
"M",11,21,9,248903,"Yes"
"M",37,19,5,57803,"Yes"
"F",18,22,13,166824,"Yes"
"M",32,33,15,214665,"Yes"
"M",35,34,7,303472,"Yes"
"M",20,20,8,159389,"Yes"
"M",19,25,7,173515,"Yes"
"M",20,17,18,79265,"Yes"
"M",15,14,15,38367,"Yes"
"F",14,23,17,480243,"Yes"
"M",37,35,5,33647,"Yes"
"M",15,18,7,301619,"Yes"
"M",10,16,12,268001,"Yes"
"M",34,24,13,310575,"Yes"
"M",39,26,6,41847,"Yes"
"F",30,33,5,382408,"Yes"
"M",13,35,6,234759,"Yes"
"M",23,25,16,384764,"Yes"
"M",35,31,19,15632,"Yes"
"F",36,21,14,122602,"Yes"
"M",27,23,13,496819,"Yes"
"M",30,36,11,90992,"Yes"
"F",14,34,12,243965,"Yes"
"F",29,17,8,377812,"Yes"
"M",31,22,9,114637,"Yes"
"F",22,35,8,44132,"Yes"
"M",39,28,16,345241,"Yes"
"M",35,18,2,294348,"Yes"
"F",25,26,10,98125,"Yes"
"M",36,35,8,463852,"Yes"
"M",13,14,16,63966,"Yes"
"M",39,14,9,26203,"Yes"
"F",15,26,8,116581,"Yes"
"F",35,18,17,131972,"Yes"
"F",22,30,14,132873,"Yes"
"M",22,32,18,398470,"Yes"
"M",11,36,18,246493,"Yes"
"M",29,36,12,179156,"Yes"
"M",30,21,17,371486,"Yes"
"F",20,25,9,17172,"Yes"
"M",28,30,9,106053,"Yes"
"M",33,21,19,220057,"Yes"
"M",31,21,5,476572,"Yes"
"F",19,28,13,178531,"Yes"
"M",40,17,17,452373,"Yes"
"F",22,24,11,447075,"Yes"
"F",27,25,4,432218,"Yes"
"M",37,21,17,367820,"Yes"
"M",34,36,5,135636,"Yes"
"M",23,21,15,377124,"Yes"
"F",13,23,10,341316,"Yes"
"M",11,15,14,466028,"Yes"
"M",19,26,12,428298,"Yes"
"M",23,26,15,334178,"Yes"
"M",32,20,9,295275,"Yes"
"M",28,22,2,231702,"Yes"
"M",25,34,20,302134,"Yes"
"M",36,24,20,413867,"Yes"
"F",13,36,14,460060,"Yes"
"M",11,14,4,38744,"Yes"
"F",19,18,8,176001,"Yes"
"M",38,24,9,451995,"Yes"
"M",17,32,17,400939,"Yes"
"M",11,24,8,339422,"Yes"
"M",11,23,5,486355,"Yes"
"M",30,21,16,490782,"Yes"
"M",10,16,15,244708,"Yes"
"F",11,19,7,301436,"Yes"
"M",26,32,10,457653,"Yes"
"M",31,35,8,205017,"Yes"
"M",13,14,11,334065,"Yes"
"F",23,32,6,46196,"Yes"
"M",38,19,9,30850,"Yes"
"F",22,21,17,474986,"Yes"
"M",31,26,20,295698,"Yes"
"M",29,31,7,304577,"Yes"
"F",36,25,2,346033,"Yes"
"M",34,16,13,17284,"Yes"
"M",25,15,7,454479,"Yes"
"F",10,14,20,221346,"Yes"
"M",14,28,6,439189,"Yes"
"M",20,24,18,460190,"Yes"
"M",24,14,14,281021,"Yes"
"M",37,36,12,328024,"Yes"
"M",19,26,6,354366,"Yes"
"M",15,36,19,321227,"Yes"
"M",22,28,13,78222,"Yes"
"F",30,29,18,240708,"Yes"
"M",21,23,12,59489,"Yes"
"M",34,23,7,218374,"Yes"
"F",26,33,18,286866,"Yes"
"M",22,15,10,276754,"Yes"
"F",14,13,18,215371,"Yes"
"M",26,17,14,367424,"Yes"
"F",14,18,19,196334,"Yes"
"M",23,20,18,84336,"Yes"
"M",15,31,8,285864,"Yes"
"M",20,24,11,444346,"Yes"
"F",12,30,18,164005,"Yes"
"M",13,18,18,488392,"Yes"
"F",19,17,20,439465,"Yes"
"M",31,17,10,115288,"Yes"
"M",23,35,18,15053,"Yes"
"F",12,19,7,271706,"Yes"
"M",13,35,4,203656,"Yes"
"M",36,14,12,74100,"Yes"
"F",21,19,18,462287,"Yes"
"M",34,27,13,266486,"Yes"
"M",12,15,11,420692,"Yes"
"M",35,21,7,395246,"Yes"
"M",27,32,13,132003,"Yes"
"F",29,22,16,326618,"Yes"
"M",22,29,8,85897,"Yes"
"F",33,30,3,60631,"Yes"
"F",37,34,8,214051,"Yes"
"F",38,33,8,142924,"Yes"
"F",33,21,16,299009,"Yes"
"F",15,15,18,333550,"Yes"
"F",24,30,7,461120,"Yes"
"M",24,32,12,51868,"Yes"
"M",22,20,17,233909,"Yes"
"M",21,21,17,267352,"Yes"
"M",11,36,10,331262,"Yes"
"M",16,29,5,424064,"Yes"
"M",33,33,7,418365,"Yes"
"M",21,20,10,150617,"Yes"
"F",11,18,19,307472,"Yes"
"M",20,30,9,50549,"Yes"
"M",31,20,12,45709,"Yes"
"M",28,36,5,433110,"Yes"
"F",26,16,7,221725,"Yes"
"M",39,35,3,210178,"Yes"
"M",13,17,16,75935,"Yes"
"M",37,24,14,164094,"Yes"
"F",11,35,10,294651,"Yes"
"F",39,26,18,389565,"Yes"
"M",27,33,19,274294,"Yes"
"M",35,17,18,227242,"Yes"
"M",23,20,3,109844,"Yes"
"M",25,29,3,383086,"Yes"
"F",31,32,10,246675,"Yes"
"M",28,29,4,119638,"Yes"
"M",37,19,13,55904,"Yes"
"F",37,24,12,264130,"Yes"
"M",16,23,3,478027,"Yes"
"M",22,31,8,209260,"Yes"
"M",31,20,15,196770,"Yes"
"M",21,18,3,36922,"Yes"
"M",17,13,4,246846,"Yes"
"F",15,35,10,241195,"Yes"
"F",37,18,12,111297,"Yes"
"F",25,19,2,297771,"Yes"
"M",17,36,7,412961,"Yes"
"M",24,32,6,240175,"Yes"
"M",22,17,2,92455,"Yes"
"M",17,15,17,359047,"Yes"
"M",12,15,17,215850,"Yes"
"M",22,24,13,334915,"Yes"
"F",16,21,13,247875,"Yes"
"M",33,26,10,235351,"Yes"
"M",36,31,2,159281,"Yes"
"M",15,19,8,197185,"Yes"
"F",16,27,18,102962,"Yes"
"M",32,27,16,214122,"Yes"
"F",37,27,17,207725,"Yes"
"M",29,24,7,228981,"Yes"
"M",40,29,7,245517,"Yes"
"M",21,32,18,235844,"Yes"
"F",34,21,12,314751,"Yes"
"F",25,33,4,286311,"Yes"
"F",38,36,10,291384,"Yes"
"M",13,25,14,351481,"Yes"
"M",22,16,11,486285,"Yes"
"M",25,20,6,145288,"Yes"
"F",22,17,9,427288,"Yes"
"F",27,17,18,64630,"Yes"
"M",33,29,16,178682,"Yes"
"M",36,24,12,305258,"Yes"
"M",15,26,5,265255,"Yes"
"M",23,21,16,21887,"Yes"
"F",12,31,14,148777,"Yes"
"M",15,13,4,324929,"Yes"
"M",23,14,9,108390,"Yes"
"F",35,13,20,145252,"Yes"
"M",30,16,7,143390,"Yes"
"F",12,33,4,265485,"Yes"
"M",27,34,16,317741,"Yes"
"F",22,13,19,428123,"Yes"
"M",32,27,9,36063,"Yes"
"F",24,17,7,478896,"Yes"
"M",22,15,20,54029,"Yes"
"M",10,17,6,58263,"Yes"
"F",12,36,8,498586,"Yes"
"F",10,13,6,476547,"Yes"
"F",28,15,17,478465,"Yes"
"F",16,25,18,294838,"Yes"
"M",20,25,18,459094,"Yes"
"M",12,21,14,166283,"Yes"
"M",20,35,19,261102,"Yes"
"M",10,26,12,157638,"Yes"
"M",31,14,18,358597,"Yes"
"M",18,30,9,143454,"Yes"
"F",26,23,17,102632,"Yes"
"M",31,14,14,44584,"Yes"
"F",28,28,8,258128,"Yes"
"F",12,19,16,380843,"Yes"
"M",12,29,4,317480,"Yes"
"M",19,29,7,345828,"Yes"
"M",15,16,11,206632,"Yes"
"F",16,28,5,366327,"Yes"
"M",38,28,20,248304,"Yes"
"M",14,28,11,160749,"Yes"
"F",16,33,4,352863,"Yes"
"F",19,30,8,11977,"Yes"
"M",27,24,9,115059,"Yes"
"F",30,22,16,23871,"Yes"
"F",30,29,8,235769,"Yes"
"M",24,13,3,93091,"Yes"
"F",16,29,12,344060,"Yes"
"F",10,25,19,133582,"Yes"
"M",38,23,9,441344,"Yes"
"F",34,22,18,347156,"Yes"
"F",27,32,10,281402,"Yes"
"F",38,30,13,307181,"Yes"
"M",38,19,11,258990,"Yes"
"M",11,29,6,242355,"Yes"
"F",14,35,2,58656,"Yes"
"M",14,28,20,203959,"Yes"
"F",37,18,19,55332,"Yes"
"F",19,26,10,29924,"Yes"
"M",15,30,7,350580,"Yes"
"M",37,18,11,450547,"Yes"
"M",40,32,6,312184,"Yes"
"F",26,24,15,161063,"Yes"
"M",37,19,18,19689,"Yes"
"M",33,19,6,334684,"Yes"
"F",15,34,2,362823,"Yes"
"F",12,17,10,285221,"Yes"
"M",36,31,17,444738,"Yes"
"M",14,36,16,86839,"Yes"
"F",14,15,12,33562,"Yes"
"M",21,27,3,200673,"Yes"
"M",34,15,13,412922,"Yes"
"M",18,14,14,250246,"Yes"
"M",19,13,11,336724,"Yes"
"M",29,18,6,350429,"Yes"
"M",22,24,15,407042,"Yes"
"F",27,16,11,116798,"Yes"
"M",23,34,12,261541,"Yes"
"M",11,21,16,62958,"Yes"
"M",35,17,7,317684,"Yes"
"M",36,18,5,451520,"Yes"
"M",30,24,15,369885,"Yes"
"M",34,24,16,164171,"Yes"
"M",26,33,10,55630,"Yes"
"M",38,17,9,411282,"Yes"
"M",32,31,2,434137,"Yes"
"F",32,24,2,407110,"Yes"
"M",32,35,3,331580,"Yes"
"F",14,26,3,376916,"Yes"
"F",21,24,10,117021,"Yes"
"M",26,18,13,323569,"Yes"
"M",21,14,16,21172,"Yes"
"M",29,17,3,464254,"Yes"
"F",10,30,9,129827,"Yes"
"M",36,31,16,417798,"Yes"
"M",20,23,7,416645,"Yes"
"M",17,29,20,129919,"Yes"
"M",37,13,12,11413,"Yes"
"M",28,27,8,401517,"Yes"
"M",15,29,10,49228,"Yes"
"M",14,30,20,374397,"Yes"
"M",14,34,10,479241,"Yes"
"M",32,13,11,392190,"Yes"
"M",19,36,10,342138,"Yes"
"F",12,18,2,473979,"Yes"
"M",10,13,14,47515,"Yes"
"M",18,18,7,419000,"Yes"
"M",11,27,3,190544,"Yes"
"M",15,15,20,81650,"Yes"
"M",34,34,11,18845,"Yes"
"M",18,16,14,188264,"Yes"
"M",39,29,16,83900,"Yes"
"M",34,27,6,52901,"Yes"
"M",35,16,9,54142,"Yes"
"M",35,33,2,99201,"Yes"
"M",38,34,16,121392,"Yes"
"M",25,29,11,23843,"Yes"
"F",22,15,18,365891,"Yes"
"F",31,13,19,233609,"Yes"
"M",38,22,4,410771,"Yes"
"F",12,19,8,241296,"Yes"
"M",30,13,15,153060,"Yes"
"M",28,34,18,332784,"Yes"
"M",14,17,9,13850,"Yes"
"M",35,33,8,56393,"Yes"
"M",30,23,8,251504,"Yes"
"F",24,20,11,198218,"Yes"
"M",28,19,18,54376,"Yes"
"M",31,14,12,356666,"Yes"
"M",33,18,3,196558,"Yes"
"F",19,32,7,286728,"Yes"
"M",36,21,5,195542,"Yes"
"M",22,33,5,365566,"Yes"
"M",22,24,10,474984,"Yes"
"F",20,32,20,382388,"Yes"
"M",14,36,3,471062,"Yes"
"M",35,21,17,272084,"Yes"
"F",31,17,3,39741,"Yes"
"M",31,16,17,402606,"Yes"
"F",24,28,3,119797,"Yes"
"F",22,25,14,108222,"Yes"
"F",40,33,16,168657,"Yes"
"M",16,14,7,222959,"Yes"
"M",15,24,12,324760,"Yes"
"F",18,17,20,485106,"Yes"
"F",25,16,18,305199,"Yes"
"M",40,13,9,181828,"Yes"
"M",27,29,5,77850,"Yes"
"F",35,29,13,395564,"Yes"
"F",35,33,8,116074,"Yes"
"M",19,29,2,164162,"Yes"
"M",36,31,5,95073,"Yes"
"M",17,21,8,287912,"Yes"
"F",30,33,20,129679,"Yes"
"M",25,26,4,100362,"Yes"
"M",38,19,15,487168,"Yes"
"M",29,30,17,24553,"Yes"
"F",36,24,16,57628,"Yes"
"M",22,30,12,199012,"Yes"
"F",12,22,6,34393,"Yes"
"M",33,15,5,318749,"Yes"
"F",16,27,14,391745,"Yes"
"M",23,36,15,269769,"Yes"
"M",36,34,13,294610,"Yes"
"M",12,32,20,415543,"Yes"
"F",30,15,8,161553,"Yes"
"M",40,30,18,110605,"Yes"
"M",39,20,6,256627,"Yes"
"F",27,35,5,180386,"Yes"
"M",24,34,3,285187,"Yes"
"M",26,23,20,135306,"Yes"
"M",26,19,8,41767,"Yes"
"M",33,27,3,304582,"Yes"
"M",40,29,17,205067,"Yes"
"M",39,22,14,302160,"Yes"
"M",39,28,14,119418,"Yes"
"F",25,15,7,167460,"Yes"
"M",18,20,6,67031,"Yes"
"F",11,22,2,205976,"Yes"
"M",34,34,6,35656,"Yes"
"M",25,28,6,125752,"Yes"
"F",31,29,7,147592,"Yes"
"M",21,24,13,352784,"Yes"
"F",13,36,2,499907,"Yes"
"F",11,31,11,253436,"Yes"
"F",19,34,6,189210,"Yes"
"M",20,29,8,414322,"Yes"
"F",29,25,11,451263,"Yes"
"F",21,21,6,358699,"Yes"
"F",20,13,19,148334,"Yes"
"F",10,21,7,327265,"Yes"
"M",40,22,9,145333,"Yes"
"F",16,36,10,205177,"Yes"
"M",11,34,3,381275,"Yes"
"M",17,35,7,47445,"Yes"
"F",14,31,17,396750,"Yes"
"M",36,30,10,202279,"Yes"
"M",37,17,4,368147,"Yes"
"F",37,14,12,209643,"Yes"
"M",33,33,9,227513,"Yes"
"M",25,19,8,16452,"Yes"
"M",39,20,20,180610,"Yes"
"M",17,18,18,149528,"Yes"
"M",17,15,5,82049,"Yes"
"M",18,20,17,134777,"Yes"
"F",13,19,16,75667,"Yes"
"M",17,13,20,170260,"Yes"
"M",35,34,7,261393,"Yes"
"F",19,31,5,472736,"Yes"
"M",29,36,10,314368,"Yes"
"F",17,19,7,221127,"Yes"
"M",12,14,19,39034,"Yes"
"M",40,31,3,402253,"Yes"
"F",13,26,7,399441,"Yes"
"M",28,24,2,243988,"Yes"
"F",18,17,3,186414,"Yes"
"M",17,17,9,77972,"Yes"
"M",16,25,17,392323,"Yes"
"M",11,26,19,37029,"Yes"
"M",21,13,8,387559,"Yes"
"M",32,33,10,446038,"Yes"
"F",17,32,9,49858,"Yes"
"M",38,25,6,43660,"Yes"
"M",20,25,14,57906,"Yes"
"M",29,20,7,204767,"Yes"
"M",24,14,16,313140,"Yes"
"M",25,29,11,374296,"Yes"
"M",38,28,11,49644,"Yes"
"M",14,28,9,416653,"Yes"
"M",36,18,5,80847,"Yes"
"M",32,24,4,124487,"Yes"
"F",23,15,11,141930,"Yes"
"M",27,35,5,12105,"Yes"
"F",16,24,8,438123,"Yes"
"M",16,28,10,480039,"Yes"
"F",22,16,11,126075,"Yes"
"M",17,26,17,315487,"Yes"
"M",13,26,12,468214,"Yes"
"M",28,27,5,227818,"Yes"
"F",32,34,8,266174,"Yes"
"F",18,17,15,311573,"Yes"
"M",38,15,14,299109,"Yes"
"F",11,22,7,459337,"Yes"
"F",32,16,4,405799,"Yes"
"M",24,14,13,284491,"Yes"
"F",34,26,17,454039,"Yes"
"M",31,36,12,330397,"Yes"
"M",12,33,18,497509,"Yes"
"M",18,36,16,114357,"Yes"
"F",15,27,11,489054,"Yes"
"F",39,31,8,470400,"Yes"
"M",37,36,12,344006,"Yes"
"F",34,31,13,59741,"Yes"
"M",23,29,4,178715,"Yes"
"F",33,17,6,312937,"Yes"
"M",15,31,4,11231,"Yes"
"M",11,33,18,395671,"Yes"
"M",21,30,16,499730,"Yes"
"M",35,32,16,293553,"Yes"
"M",16,31,19,368186,"Yes"
"M",32,26,17,398759,"Yes"
"F",27,34,6,435394,"Yes"
"M",16,18,14,83089,"Yes"
"M",32,30,2,136781,"Yes"
"M",36,31,15,223705,"Yes"
"M",31,32,7,496542,"Yes"
"M",16,34,5,342590,"Yes"
"F",11,28,7,169435,"Yes"
"M",35,13,8,449722,"Yes"
"M",36,23,5,469615,"Yes"
"M",31,18,15,64649,"Yes"
"F",25,24,17,120906,"Yes"
"M",13,27,11,92522,"Yes"
"M",26,28,13,137338,"Yes"
"M",37,15,20,290335,"Yes"
"M",19,36,4,476273,"Yes"
"M",36,19,12,173106,"Yes"
"F",31,17,15,216637,"Yes"
"M",38,32,13,486924,"Yes"
"M",13,21,8,314522,"Yes"
"M",39,33,8,18323,"Yes"
"M",35,20,19,467404,"Yes"
"F",40,29,19,95265,"Yes"
"F",22,23,8,160855,"Yes"
"M",35,18,17,463843,"Yes"
"M",35,35,16,474422,"Yes"
"M",39,28,4,114837,"Yes"
"F",31,20,3,390474,"Yes"
"F",37,31,15,139477,"Yes"
"M",24,34,19,89532,"Yes"
"F",39,16,6,86881,"Yes"
"M",27,28,17,401592,"Yes"
"F",25,26,3,419432,"Yes"
"M",11,23,15,352070,"Yes"
"F",16,16,11,77233,"Yes"
"F",34,29,9,359365,"Yes"
"F",29,25,13,247103,"Yes"
"M",40,25,4,244800,"Yes"
"M",14,19,16,354869,"Yes"
"M",18,31,20,394251,"Yes"
"M",14,32,4,223692,"Yes"
"M",21,33,12,218491,"Yes"
"M",30,21,15,492451,"Yes"
"M",33,22,4,190338,"Yes"
"M",17,23,18,380944,"Yes"
"M",36,14,20,87896,"Yes"
"F",28,25,13,377109,"Yes"
"M",13,15,8,342575,"Yes"
"M",36,21,15,381142,"Yes"
"F",18,34,20,375288,"Yes"
"F",10,28,11,238629,"Yes"
"M",40,35,15,395933,"Yes"
"M",24,15,2,339640,"Yes"
"M",22,30,9,252123,"Yes"
"M",31,14,19,245044,"Yes"
"F",37,26,16,303005,"Yes"
"M",29,20,13,299045,"Yes"
"M",27,28,11,128108,"Yes"
"M",29,30,18,447046,"Yes"
"F",28,29,10,220088,"Yes"
"F",27,20,5,206272,"Yes"
"M",34,27,15,457902,"Yes"
"M",38,34,6,43129,"Yes"
"M",18,21,18,286572,"Yes"
"M",30,26,8,208232,"Yes"
"M",26,27,9,462900,"Yes"
"M",35,33,11,362890,"Yes"
"M",34,23,20,195663,"Yes"
"F",29,14,15,253019,"Yes"
"M",19,34,17,75425,"Yes"
"M",39,18,13,391494,"Yes"
"M",37,21,16,367763,"Yes"
"F",32,19,12,226975,"Yes"
"M",11,22,13,374861,"Yes"
"F",16,34,16,23467,"Yes"
"M",40,29,14,44895,"Yes"
"M",38,33,13,306036,"Yes"
"F",29,29,19,386303,"Yes"
"M",16,32,16,126201,"Yes"
"F",38,21,5,131880,"Yes"
"M",34,15,14,24642,"Yes"
"F",16,32,7,230411,"Yes"
"F",35,26,8,31192,"Yes"
"F",35,18,10,478491,"Yes"
"M",32,16,19,73416,"Yes"
"M",24,20,10,308308,"Yes"
"M",14,17,8,494663,"Yes"
"F",22,30,6,165225,"Yes"
"F",12,34,15,10235,"Yes"
"M",34,16,20,440369,"Yes"
"M",39,34,15,41098,"Yes"
"F",12,22,9,299393,"Yes"
"M",13,20,6,273586,"Yes"
